Block Name,Point ID,k,nu,nut,omega,p,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude
internalMesh,104,0.000245047,0.000285924,0.00054722,0.448068,0.00251195,0,0.197475,9,9.00217,-5.35126e-08,-0.000466595,0.46377,0.46377
internalMesh,105,0.000245013,0.00028003,0.000538058,0.455955,0.00251199,0,0.202274,9,9.00227,-5.29118e-08,-0.000475538,0.463566,0.463566
internalMesh,106,0.000245013,0.00028003,0.000538058,0.455955,0.00251199,0,0.202274,9,9.00227,-5.29118e-08,-0.000475538,0.463566,0.463566
internalMesh,107,0.000245013,0.00028003,0.000538058,0.455955,0.00251199,0,0.202274,9,9.00227,-5.29118e-08,-0.000475538,0.463566,0.463566
internalMesh,108,0.000244941,0.000267655,0.000518819,0.472517,0.00251208,0,0.212352,9,9.00251,-5.16484e-08,-0.000494318,0.463137,0.463137
internalMesh,109,0.000244941,0.000267655,0.000518819,0.472517,0.00251208,0,0.212352,9,9.00251,-5.16484e-08,-0.000494318,0.463137,0.463137
internalMesh,110,0.00024556,0.000256292,0.000499125,0.492979,0.00251216,0,0.221776,9,9.00273,-5.03055e-08,-0.000510299,0.462632,0.462632
internalMesh,111,0.000245914,0.000249799,0.000487871,0.504673,0.00251221,0,0.227161,9,9.00287,-4.95372e-08,-0.000519431,0.462344,0.462344
internalMesh,112,0.000245914,0.000249799,0.000487871,0.504673,0.00251221,0,0.227161,9,9.00287,-4.95372e-08,-0.000519431,0.462344,0.462344
internalMesh,113,0.000246917,0.000243056,0.000474976,0.521311,0.00251226,0,0.232864,9,9.00301,-4.89711e-08,-0.000527905,0.461956,0.461956
internalMesh,114,0.000246917,0.000243056,0.000474976,0.521311,0.00251226,0,0.232864,9,9.00301,-4.89711e-08,-0.000527905,0.461956,0.461956
internalMesh,115,0.000246917,0.000243056,0.000474976,0.521311,0.00251226,0,0.232864,9,9.00301,-4.89711e-08,-0.000527905,0.461956,0.461956
internalMesh,116,0.000248505,0.000232381,0.000454559,0.547655,0.00251234,0,0.241895,9,9.00325,-4.80759e-08,-0.000541321,0.461343,0.461343
internalMesh,117,0.000248505,0.000232381,0.000454559,0.547655,0.00251234,0,0.241895,9,9.00325,-4.80759e-08,-0.000541321,0.461343,0.461343
internalMesh,118,0.00025142,0.000222457,0.000433865,0.581924,0.00251241,0,0.250463,9,9.00348,-4.69203e-08,-0.000551744,0.460598,0.460598
internalMesh,119,0.000253492,0.000215406,0.000419162,0.606273,0.00251247,0,0.256551,9,9.00366,-4.61e-08,-0.00055915,0.460068,0.460068
internalMesh,120,0.000253492,0.000215406,0.000419162,0.606273,0.00251247,0,0.256551,9,9.00366,-4.61e-08,-0.00055915,0.460068,0.460068
internalMesh,121,0.000261975,0.00019896,0.000382412,0.687416,0.00251259,0,0.271124,9,9.00408,-4.33876e-08,-0.000571758,0.458427,0.458427
internalMesh,122,0.000261975,0.00019896,0.000382412,0.687416,0.00251259,0,0.271124,9,9.00408,-4.33876e-08,-0.000571758,0.458427,0.458427
internalMesh,123,0.000268133,0.000191768,0.000366136,0.737605,0.00251263,0,0.277791,9,9.00429,-4.51367e-08,-0.000574511,0.457444,0.457444
internalMesh,124,0.000268133,0.000191768,0.000366136,0.737605,0.00251263,0,0.277791,9,9.00429,-4.51367e-08,-0.000574511,0.457444,0.457444
internalMesh,125,0.000268133,0.000191768,0.000366136,0.737605,0.00251263,0,0.277791,9,9.00429,-4.51367e-08,-0.000574511,0.457444,0.457444
internalMesh,126,0.000275352,0.000183336,0.000347054,0.796448,0.00251268,0,0.285608,9,9.00453,-4.71882e-08,-0.000577739,0.456291,0.456292
internalMesh,127,0.000275352,0.000183336,0.000347054,0.796448,0.00251268,0,0.285608,9,9.00453,-4.71882e-08,-0.000577739,0.456291,0.456292
internalMesh,128,0.000284673,0.000176458,0.000332541,0.861411,0.0025127,0,0.293022,9,9.00477,-4.7239e-08,-0.000576779,0.454975,0.454975
internalMesh,129,0.000293445,0.000169984,0.000318882,0.922552,0.00251271,0,0.3,9,9.005,-4.72875e-08,-0.000575877,0.453735,0.453736
internalMesh,130,0.000293445,0.000169984,0.000318882,0.922552,0.00251271,0,0.3,9,9.005,-4.72875e-08,-0.000575877,0.453735,0.453736
internalMesh,131,0.000293445,0.000169984,0.000318882,0.922552,0.00251271,0,0.3,9,9.005,-4.72875e-08,-0.000575877,0.453735,0.453736
internalMesh,132,0.000313806,0.000159769,0.000299885,1.04792,0.00251251,0,-0.31,9,9.00534,-7.31743e-08,0.000568535,0.451063,0.451063
internalMesh,133,0.000313842,0.000159773,0.000300059,1.04742,0.00251269,0,0.31,9,9.00534,-3.66617e-08,-0.000567987,0.451063,0.451063
internalMesh,134,0.000313842,0.000159773,0.000300059,1.04742,0.00251269,0,0.31,9,9.00534,-3.66617e-08,-0.000567987,0.451063,0.451063
internalMesh,135,0.000337231,0.000151349,0.000286664,1.1778,0.0025126,0,0.32,9,9.00569,-2.81998e-08,-0.000555646,0.448151,0.448152
internalMesh,136,0.000337231,0.000151349,0.000286664,1.1778,0.0025126,0,0.32,9,9.00569,-2.81998e-08,-0.000555646,0.448151,0.448152
internalMesh,137,0.000366059,0.00014371,0.000276015,1.3275,0.00251245,0,0.33,9,9.00605,-2.24372e-08,-0.000538165,0.444682,0.444682
internalMesh,138,0.000366059,0.00014371,0.000276015,1.3275,0.00251245,0,0.33,9,9.00605,-2.24372e-08,-0.000538165,0.444682,0.444682
internalMesh,139,0.000400763,0.000136749,0.000267634,1.49858,0.00251224,0,0.34,9,9.00642,-1.82372e-08,-0.000515763,0.440582,0.440582
internalMesh,140,0.000400763,0.000136749,0.000267634,1.49858,0.00251224,0,0.34,9,9.00642,-1.82372e-08,-0.000515763,0.440582,0.440582
internalMesh,141,0.000441624,0.000130163,0.000258607,1.69428,0.00251199,0,0.35,9,9.0068,-1.68238e-08,-0.000488372,0.435764,0.435765
internalMesh,142,0.000441624,0.000130163,0.000258607,1.69428,0.00251199,0,0.35,9,9.0068,-1.68238e-08,-0.000488372,0.435764,0.435765
internalMesh,143,0.00048896,0.000123707,0.000245,1.92076,0.00251175,0,0.36,9,9.0072,-1.65182e-08,-0.000455645,0.430082,0.430082
internalMesh,144,0.00048896,0.000123707,0.000245,1.92076,0.00251175,0,0.36,9,9.0072,-1.65182e-08,-0.000455645,0.430082,0.430082
internalMesh,145,0.000543008,0.000117539,0.000229753,2.18721,0.00251147,0,0.37,9,9.0076,-1.72131e-08,-0.000417145,0.423338,0.423338
internalMesh,146,0.000543008,0.000117539,0.000229753,2.18721,0.00251147,0,0.37,9,9.0076,-1.72131e-08,-0.000417145,0.423338,0.423338
internalMesh,147,0.000603113,0.00011197,0.000217383,2.506,0.0025111,0,0.38,9,9.00802,-1.89757e-08,-0.000373187,0.41537,0.41537
internalMesh,148,0.000603113,0.00011197,0.000217383,2.506,0.0025111,0,0.38,9,9.00802,-1.89757e-08,-0.000373187,0.41537,0.41537
internalMesh,149,0.0006672,0.000107048,0.000207356,2.89187,0.00251063,0,0.39,9,9.00845,-2.15823e-08,-0.000325387,0.406075,0.406075
internalMesh,150,0.0006672,0.000107048,0.000207356,2.89187,0.00251063,0,0.39,9,9.00845,-2.15823e-08,-0.000325387,0.406075,0.406075
internalMesh,151,0.000731834,0.000102605,0.00019782,3.35223,0.00251008,0,0.4,9,9.00888,-2.49838e-08,-0.000275688,0.39535,0.395351
internalMesh,152,0.000731834,0.000102605,0.00019782,3.35223,0.00251008,0,0.4,9,9.00888,-2.49838e-08,-0.000275688,0.39535,0.395351
internalMesh,153,0.000792921,9.84277e-05,0.000186923,3.8913,0.00250949,0,0.41,9,9.00933,-2.92212e-08,-0.00022602,0.383049,0.383049
internalMesh,154,0.000792921,9.84277e-05,0.000186923,3.8913,0.00250949,0,0.41,9,9.00933,-2.92212e-08,-0.00022602,0.383049,0.383049
internalMesh,155,0.000846365,9.43071e-05,0.000173332,4.534,0.00250885,0,0.42,9,9.00979,-3.42475e-08,-0.000178142,0.368932,0.368932
internalMesh,156,0.000846365,9.43071e-05,0.000173332,4.534,0.00250885,0,0.42,9,9.00979,-3.42475e-08,-0.000178142,0.368932,0.368932
internalMesh,157,0.000887356,9.00321e-05,0.000156034,5.33882,0.00250819,0,0.43,9,9.01027,-3.9825e-08,-0.000133677,0.352607,0.352607
internalMesh,158,0.000887356,9.00321e-05,0.000156034,5.33882,0.00250819,0,0.43,9,9.01027,-3.9825e-08,-0.000133677,0.352607,0.352607
internalMesh,159,0.000908933,8.53749e-05,0.000134193,6.4151,0.00250754,0,0.44,9,9.01075,-4.53463e-08,-9.41057e-05,0.333415,0.333415
internalMesh,160,0.000908933,8.53749e-05,0.000134193,6.4151,0.00250754,0,0.44,9,9.01075,-4.53463e-08,-9.41057e-05,0.333415,0.333415
internalMesh,161,0.000899679,8.00951e-05,0.000107809,7.97763,0.00250693,0,0.45,9,9.01124,-4.9499e-08,-6.0734e-05,0.310207,0.310207
internalMesh,162,0.000899679,8.00951e-05,0.000107809,7.97763,0.00250693,0,0.45,9,9.01124,-4.9499e-08,-6.0734e-05,0.310207,0.310207
internalMesh,163,0.00083794,7.39489e-05,7.7802e-05,10.4972,0.00250641,0,0.46,9,9.01175,-4.98011e-08,-3.46125e-05,0.2809,0.2809
internalMesh,164,0.00083794,7.39489e-05,7.7802e-05,10.4972,0.00250641,0,0.46,9,9.01175,-4.98011e-08,-3.46125e-05,0.2809,0.2809
internalMesh,165,0.000680996,6.68414e-05,4.64325e-05,15.2344,0.00250602,0,0.47,9,9.01226,-4.17915e-08,-1.63316e-05,0.241461,0.241461
internalMesh,166,0.000680996,6.68414e-05,4.64325e-05,15.2344,0.00250602,0,0.47,9,9.01226,-4.17915e-08,-1.63316e-05,0.241461,0.241461
internalMesh,167,0.00037408,5.98023e-05,1.78326e-05,27.4536,0.00250579,0,0.48,9,9.01279,-1.87488e-08,-5.39483e-06,0.184081,0.184081
internalMesh,168,0.00037408,5.98023e-05,1.78326e-05,27.4536,0.00250579,0,0.48,9,9.01279,-1.87488e-08,-5.39483e-06,0.184081,0.184081
internalMesh,169,0.00014096,5.47768e-05,2.73066e-06,102.228,0.00250571,0,0.49,9,9.01333,-5.784e-09,-6.79207e-07,0.101821,0.101821
internalMesh,170,0.00014096,5.47768e-05,2.73066e-06,102.228,0.00250571,0,0.49,9,9.01333,-5.784e-09,-6.79207e-07,0.101821,0.101821
internalMesh,171,0.000105414,5.2045e-05,0,167.939,0.0025057,0,0.5,9,9.01388,0,0,0,0
internalMesh,172,0.000313806,0.000159769,0.000299885,1.04792,0.00251251,0,-0.31,9,9.00534,-7.31743e-08,0.000568535,0.451063,0.451063
internalMesh,173,0.000313806,0.000159769,0.000299885,1.04792,0.00251251,0,-0.31,9,9.00534,-7.31743e-08,0.000568535,0.451063,0.451063
internalMesh,174,0.000337197,0.000151344,0.000286511,1.17832,0.00251242,0,-0.32,9,9.00569,-7.29124e-08,0.000556178,0.448151,0.448151
internalMesh,175,0.000337197,0.000151344,0.000286511,1.17832,0.00251242,0,-0.32,9,9.00569,-7.29124e-08,0.000556178,0.448151,0.448151
internalMesh,176,0.000366026,0.000143706,0.000275887,1.32801,0.00251228,0,-0.33,9,9.00605,-6.96618e-08,0.000538674,0.444681,0.444681
internalMesh,177,0.000366026,0.000143706,0.000275887,1.32801,0.00251228,0,-0.33,9,9.00605,-6.96618e-08,0.000538674,0.444681,0.444681
internalMesh,178,0.00040073,0.000136744,0.000267525,1.49907,0.00251206,0,-0.34,9,9.00642,-6.60366e-08,0.000516237,0.440581,0.440581
internalMesh,179,0.00040073,0.000136744,0.000267525,1.49907,0.00251206,0,-0.34,9,9.00642,-6.60366e-08,0.000516237,0.440581,0.440581
internalMesh,180,0.000441591,0.000130161,0.000258547,1.69474,0.00251181,0,-0.35,9,9.0068,-6.14982e-08,0.000488806,0.435763,0.435764
internalMesh,181,0.000441591,0.000130161,0.000258547,1.69474,0.00251181,0,-0.35,9,9.0068,-6.14982e-08,0.000488806,0.435763,0.435764
internalMesh,182,0.000488922,0.000123706,0.000244984,1.9212,0.00251157,0,-0.36,9,9.0072,-5.72254e-08,0.000456043,0.430081,0.430081
internalMesh,183,0.000488922,0.000123706,0.000244984,1.9212,0.00251157,0,-0.36,9,9.0072,-5.72254e-08,0.000456043,0.430081,0.430081
internalMesh,184,0.000542961,0.00011754,0.000229743,2.18764,0.00251128,0,-0.37,9,9.0076,-5.3682e-08,0.000417512,0.423337,0.423337
internalMesh,185,0.000542961,0.00011754,0.000229743,2.18764,0.00251128,0,-0.37,9,9.0076,-5.3682e-08,0.000417512,0.423337,0.423337
internalMesh,186,0.000603057,0.00011197,0.000217371,2.50643,0.0025109,0,-0.38,9,9.00802,-5.14883e-08,0.000373535,0.415369,0.415369
internalMesh,187,0.000603057,0.00011197,0.000217371,2.50643,0.0025109,0,-0.38,9,9.00802,-5.14883e-08,0.000373535,0.415369,0.415369
internalMesh,188,0.000667137,0.000107048,0.000207341,2.8923,0.00251043,0,-0.39,9,9.00845,-5.1371e-08,0.000325718,0.406074,0.406074
internalMesh,189,0.000667137,0.000107048,0.000207341,2.8923,0.00251043,0,-0.39,9,9.00845,-5.1371e-08,0.000325718,0.406074,0.406074
internalMesh,190,0.000731766,0.000102605,0.000197803,3.35264,0.00250989,0,-0.4,9,9.00888,-5.37102e-08,0.000276001,0.39535,0.39535
internalMesh,191,0.000731766,0.000102605,0.000197803,3.35264,0.00250989,0,-0.4,9,9.00888,-5.37102e-08,0.000276001,0.39535,0.39535
internalMesh,192,0.000792851,9.84273e-05,0.000186907,3.89167,0.00250928,0,-0.41,9,9.00933,-5.86351e-08,0.000226314,0.383049,0.383049
internalMesh,193,0.000828481,9.56803e-05,0.000177848,4.3201,0.00250886,0,-0.416667,9,9.00964,-6.35492e-08,0.000194383,0.373637,0.373637
internalMesh,194,0.000828481,9.56803e-05,0.000177848,4.3201,0.00250886,0,-0.416667,9,9.00964,-6.35492e-08,0.000194383,0.373637,0.373637
internalMesh,195,0.000828481,9.56803e-05,0.000177848,4.3201,0.00250886,0,-0.416667,9,9.00964,-6.35492e-08,0.000194383,0.373637,0.373637
internalMesh,196,0.000846297,9.43068e-05,0.000173318,4.53432,0.00250864,0,-0.42,9,9.00979,-6.60062e-08,0.000178417,0.368931,0.368931
internalMesh,197,0.000846297,9.43068e-05,0.000173318,4.53432,0.00250864,0,-0.42,9,9.00979,-6.60062e-08,0.000178417,0.368931,0.368931
internalMesh,198,0.000887292,9.00317e-05,0.000156022,5.33908,0.00250799,0,-0.43,9,9.01027,-7.50562e-08,0.000133932,0.352607,0.352607
internalMesh,199,0.000887292,9.00317e-05,0.000156022,5.33908,0.00250799,0,-0.43,9,9.01027,-7.50562e-08,0.000133932,0.352607,0.352607
internalMesh,200,0.000908874,8.53746e-05,0.000134183,6.4153,0.00250733,0,-0.44,9,9.01075,-8.37812e-08,9.43382e-05,0.333414,0.333414
internalMesh,201,0.000908874,8.53746e-05,0.000134183,6.4153,0.00250733,0,-0.44,9,9.01075,-8.37812e-08,9.43382e-05,0.333414,0.333414
internalMesh,202,0.000899627,8.00948e-05,0.000107802,7.97777,0.00250672,0,-0.45,9,9.01124,-8.80019e-08,6.09417e-05,0.310206,0.310206
internalMesh,203,0.000899627,8.00948e-05,0.000107802,7.97777,0.00250672,0,-0.45,9,9.01124,-8.80019e-08,6.09417e-05,0.310206,0.310206
internalMesh,204,0.000837894,7.39487e-05,7.77969e-05,10.4973,0.0025062,0,-0.46,9,9.01175,-7.99133e-08,3.47921e-05,0.280898,0.280898
internalMesh,205,0.000837894,7.39487e-05,7.77969e-05,10.4973,0.0025062,0,-0.46,9,9.01175,-7.99133e-08,3.47921e-05,0.280898,0.280898
internalMesh,206,0.000680958,6.68412e-05,4.64296e-05,15.2344,0.00250581,0,-0.47,9,9.01226,-4.55042e-08,1.64743e-05,0.241459,0.241459
internalMesh,207,0.000680958,6.68412e-05,4.64296e-05,15.2344,0.00250581,0,-0.47,9,9.01226,-4.55042e-08,1.64743e-05,0.241459,0.241459
internalMesh,208,0.000374057,5.98023e-05,1.78315e-05,27.4533,0.00250559,0,-0.48,9,9.01279,3.52116e-08,5.48147e-06,0.184078,0.184078
internalMesh,209,0.000374057,5.98023e-05,1.78315e-05,27.4533,0.00250559,0,-0.48,9,9.01279,3.52116e-08,5.48147e-06,0.184078,0.184078
internalMesh,210,0.000140951,5.4777e-05,2.73049e-06,102.228,0.0025055,0,-0.49,9,9.01333,6.89588e-08,7.16599e-07,0.101819,0.101819
internalMesh,211,0.000140951,5.4777e-05,2.73049e-06,102.228,0.0025055,0,-0.49,9,9.01333,6.89588e-08,7.16599e-07,0.101819,0.101819
internalMesh,212,0.000105408,5.20453e-05,0,167.94,0.00250548,0,-0.5,9,9.01388,0,0,0,0
